1,2,1024,351,3.9406e-15,6.1532,3.3093
2,2,1024,338,4.6725e-15,0.75155,1.4608
3,2,1024,345,3.6363e-15,4.1862,2.6471
4,2,1024,339,4.1341e-15,0.45835,2.6386
5,2,1024,345,3.8091e-15,2.9443,1.4415
6,2,1024,344,4.4918e-15,2.3643,1.6836
7,2,1024,344,3.8618e-15,0.67463,1.2473
8,2,1024,352,3.6694e-15,0.66654,2.4643
9,2,1024,346,4.45e-15,1.4724,2.4566
10,2,1024,346,4.8689e-15,0.62355,2.4577
11,2,1024,349,3.3434e-15,1.852,1.3156
12,2,1024,352,3.6067e-15,2.9241,2.5279
13,2,1024,352,3.7053e-15,2.8846,2.5398
14,2,1024,336,3.4692e-15,0.61894,1.2888
15,2,1024,353,2.8632e-15,5.5352,2.5345
16,2,1024,351,3.3064e-15,3.0561,3.2608
17,2,1024,336,4.3266e-15,2.0447,1.3228
18,2,1024,350,3.7772e-15,5.0464,2.5491
19,2,1024,342,3.1494e-15,2.9838,1.269
20,2,1024,323,3.924e-15,1.5965,1.2896
21,2,1024,328,2.3321e-15,0.88958,1.3153
22,2,1024,351,5.0409e-15,1.4055,2.6272
23,2,1024,354,3.3152e-15,0.77828,2.4938
24,2,1024,354,2.8676e-15,0.81872,2.5257
25,2,1024,352,2.3535e-15,1.2015,2.5168
26,2,1024,356,2.6709e-15,1.1468,3.301
27,2,1024,344,3.3748e-15,0.89287,1.2983
28,2,1024,346,2.843e-15,0.91937,2.5119
29,2,1024,342,1.7611e-15,3.1652,2.5092
30,2,1024,354,2.4631e-15,1.6148,2.5376
31,2,1024,343,2.5895e-15,2.3292,1.2475
32,2,1024,345,2.9296e-15,4.9748,2.5157
33,2,1024,348,3.0989e-15,4.1454,1.2681
34,2,1024,349,4.3313e-15,1.2546,2.5159
35,2,1024,333,2.5206e-15,1.4964,1.2472
36,2,1024,339,2.0999e-15,4.0715,1.2675
37,2,1024,342,2.7784e-15,1.2672,2.5319
38,2,1024,353,3.1076e-15,5.7103,2.5737
39,2,1024,351,3.0545e-15,0.9729,2.4967
40,2,1024,352,3.3484e-15,1.3487,2.5684
41,2,1024,343,3.2114e-15,3.2639,2.553
42,2,1024,359,2.6642e-15,0.72087,2.5142
43,2,1024,353,3.9506e-15,1.469,2.5656
44,2,1024,348,1.87e-15,4.7691,2.5404
45,2,1024,344,5.5717e-15,2.1201,2.5087
46,2,1024,357,2.3067e-15,0.90379,1.3144
47,2,1024,353,4.8795e-15,2.6598,2.5517
48,2,1024,346,1.8991e-15,3.954,2.4969
49,2,1024,350,2.7543e-15,1.9827,2.5456
50,2,1024,348,3.0339e-15,4.5944,2.5075
51,2,1024,356,2.8532e-15,9.869,2.6362
52,2,1024,344,3.0048e-15,1.1413,2.5309
53,2,1024,344,2.5001e-15,1.8458,2.5166
54,2,1024,349,4.2154e-15,3.3112,1.2566
55,2,1024,352,4.4898e-15,0.91861,2.5301
56,2,1024,348,2.3623e-15,1.5765,2.5136
57,2,1024,329,2.2793e-15,6.3169,1.2972
58,2,1024,346,3.073e-15,3.8375,1.2636
59,2,1024,349,2.7431e-15,1.9633,2.5115
60,2,1024,341,2.9941e-15,0.74025,2.5308
61,2,1024,357,3.1143e-15,0.61088,2.5124
62,2,1024,353,3.0645e-15,2.5086,2.5517
63,2,1024,341,5.039e-15,0.86688,1.314
64,2,1024,330,3.5432e-15,3.8599,1.2829
65,2,1024,350,3.6125e-15,0.45605,2.5377
66,2,1024,358,2.2917e-15,1.7441,2.5412
67,2,64,3,1.6171e-31,0.50401,0.0076906
68,2,1024,348,4.7636e-15,1.2884,2.5179
69,2,1024,352,2.4985e-15,6.1638,2.5534
70,2,1024,360,4.0799e-15,2.2642,2.5463
71,2,1024,349,3.9276e-15,4.8041,2.5503
72,2,1024,340,4.0837e-15,4.07,2.5509
73,2,1024,353,2.8673e-15,4.4037,2.5527
74,2,1024,327,5.9336e-15,2.1305,1.2704
75,2,1024,351,3.0875e-15,0.85177,2.5272
76,2,1024,353,3.5113e-15,0.84797,3.2321
77,2,1024,331,3.2435e-15,2.0723,1.3326
78,2,1024,339,2.159e-15,2.2261,2.5539
79,2,1024,342,3.0048e-15,1.118,2.5001
80,2,1024,342,3.0707e-15,2.1327,2.5199
81,2,1024,348,3.2046e-15,1.0644,1.3005
82,2,1024,350,3.6234e-15,5.8227,2.5542
83,2,1024,355,3.6773e-15,1.041,2.5383
84,2,64,3,3.9602e-32,2.7255,0.0075393
85,2,1024,336,3.9012e-15,3.5066,2.5109
86,2,1024,346,2.563e-15,4.0088,2.5059
87,2,1024,350,3.2385e-15,2.6976,1.2519
88,2,1024,340,3.4224e-15,2.6333,2.4725
89,2,1024,350,2.2181e-15,0.65949,1.2683
90,2,1024,359,1.9946e-15,3.4197,2.4805
91,2,1024,333,3.5136e-15,2.4722,1.2566
92,2,1024,350,4.1004e-15,1.5535,2.5152
93,2,1024,349,3.7533e-15,0.99523,1.2699
94,2,1024,351,2.296e-15,3.8165,2.4995
95,2,1024,354,3.2086e-15,1.1508,2.615
96,2,1024,383,3.0343e-15,0.87218,2.5184
97,2,1024,352,3.3208e-15,5.9344,2.509
98,2,1024,331,3.9808e-15,0.70295,1.2737
99,2,1024,337,4.005e-15,1.1506,2.5137
100,2,1024,343,3.382e-15,0.58672,2.5151
1,4,1024,346,6.2969e-15,8.6024,2.7298
2,4,1024,346,6.7946e-15,7.511,5.1032
3,4,1024,351,7.9272e-15,9.4541,3.925
4,4,1024,337,6.6831e-15,2.0039,3.8888
5,4,1024,345,8.3947e-15,2.9376,3.9063
6,4,1024,345,9.912e-15,2.3628,5.0586
7,4,1024,342,6.8781e-15,4.9019,3.7217
8,4,1024,338,6.533e-15,4.6522,4.9063
9,4,1024,343,5.2053e-15,3.0313,2.4795
10,4,1024,348,5.3633e-15,4.258,3.7372
11,4,1024,348,7.4731e-15,4.0011,4.9758
12,4,1024,352,8.4458e-15,3.9463,3.7247
13,4,1024,342,9.8148e-15,4.3369,3.7087
14,4,1024,376,9.3776e-15,2.7248,4.9688
15,4,1024,354,4.7291e-15,8.4943,3.7825
16,4,1024,348,4.4841e-15,7.4022,3.7476
17,4,1024,349,6.2972e-15,2.6002,3.7909
18,4,1024,344,6.5517e-15,6.6444,2.5462
19,4,1024,341,9.4471e-15,3.9473,3.7304
20,4,1024,331,1.1479e-14,7.2469,2.5166
21,4,1024,349,5.7658e-15,3.8484,5.0459
22,4,1024,334,7.6095e-15,9.6366,2.541
23,4,1024,337,8.3066e-15,6.076,3.6954
24,4,1024,345,4.9771e-15,3.685,4.9583
25,4,1024,346,6.4944e-15,1.296,4.9473
26,4,1024,350,7.4989e-15,1.5222,4.9738
27,4,1024,343,7.1992e-15,2.8593,3.7106
28,4,1024,347,6.327e-15,3.7953,5.0197
29,4,1024,353,6.5978e-15,3.5768,5.1468
30,4,1024,364,4.235e-15,3.4264,3.7626
31,4,1024,346,1.0447e-14,1.9228,5.0135
32,4,1024,350,5.8265e-15,2.4393,3.778
33,4,1024,350,1.0603e-14,5.8105,4.9606
34,4,1024,344,1.3993e-14,2.6755,4.9988
35,4,1024,347,9.4758e-15,8.1254,4.9546
36,4,1024,341,8.7454e-15,3.7963,3.8148
37,4,1024,348,9.3191e-15,9.1856,3.7741
38,4,1024,339,8.0296e-15,4.5691,5.0629
39,4,1024,347,8.9345e-15,5.974,5.0262
40,4,1024,353,5.8104e-15,3.4835,5.0176
41,4,1024,350,4.4865e-15,6.4526,2.5038
42,4,1024,337,1.3415e-14,3.5907,3.7619
43,4,1024,341,8.834e-15,4.4086,2.5752
44,4,1024,344,9.5631e-15,6.1489,4.9936
45,4,1024,330,8.5222e-15,10.537,2.4751
46,4,1024,349,8.3871e-15,2.6912,5.0166
47,4,1024,344,8.2595e-15,3.6052,3.7817
48,4,1024,339,1.1896e-14,8.7927,5.0541
49,4,1024,352,3.2787e-15,3.8276,3.8131
50,4,1024,352,3.4447e-15,12.149,4.9783
51,4,1024,348,7.6894e-15,6.6729,5.0559
